"place_string","address_google","status","lat","long"
"unknown, , fl, ","720 Lake Ave, Lake Worth, FL 33460, USA","OK",-80.056003,26.616093
"mobile, , al, us","Mobile, AL, USA","OK",-88.0398912,30.6953657
"houston, , tx, us","Houston, TX, USA","OK",-95.3698028,29.7604267
"citrus heights, , ca, us","Citrus Heights, CA, USA","OK",-121.2810611,38.7071247
"fair oaks, , ca, us","Fair Oaks, CA, USA","OK",-121.2721718,38.6446264
"rye , uk, , gb","Rye TN31, UK","OK",0.73726,50.949708
"orangevale, , ca, us","Orangevale, CA, USA","OK",-121.2257818,38.6785145
"gold bar, , wa, us","Gold Bar, WA, USA","OK",-121.6970606,47.8567695
"santa barbara, , ca, us","Santa Barbara, CA, USA","OK",-119.6981901,34.4208305
"dover, , ar, us","Dover, AR 72837, USA","OK",-93.1143407,35.4014712
"las vegas, , nv, us","Las Vegas, NV, USA","OK",-115.1398296,36.1699412
"gold bar, index , wa, ","Index, WA, USA","OK",-121.5551087,47.8206605
"buckeye , 1-10 milepost 107 heading eastbound, az, ",NA,"ZERO_RESULTS",NA,NA
"sarasota, , fl, us","Sarasota, FL, USA","OK",-82.5306527,27.3364347
"marana, , az, us","Marana, AZ, USA","OK",-111.2224422,32.436381
"avra valley, , az, us","Avra Valley, AZ 85653, USA","OK",-111.315385,32.4378484
"livonia, , ny, us","Livonia, NY 14487, USA","OK",-77.6686097,42.8214525
"fort erie , canada, on, ca","Fort Erie, ON, Canada","OK",-78.9721745,42.9017764
"jonesboro, , ar, us","Jonesboro, AR, USA","OK",-90.704279,35.8422967
"rialto, , ca, us","Rialto, CA, USA","OK",-117.3703235,34.1064001
"new york city , yonkers, ny, us","Yonkers, NY, USA","OK",-73.8987469,40.9312099
"sacramento, , ca, us","Sacramento, CA, USA","OK",-121.4943996,38.5815719
"sebastian, , fl, us","Sebastian, FL, USA","OK",-80.4706078,27.816415
"sebastian, , fl, us","Sebastian, FL, USA","OK",-80.4706078,27.816415
"whitby , canada, on, ca","Whitby, ON, Canada","OK",-78.9429329,43.8975446
"des moines, , ia, us","Des Moines, IA, USA","OK",-93.6249593,41.5868353
"thunderbay&#44 ontario , canada, on, ",NA,"REQUEST_DENIED",NA,NA
"utica, , ny, us","Utica, NY, USA","OK",-75.232664,43.100903
"shabaqua , thunder bay, on, ca","Shabaqua, ON P0T 2T0, Canada","OK",-89.905982,48.575721
"frankfort, , in, us","Frankfort, IN 46041, USA","OK",-86.5108355,40.2794809
"lindenhurst, , il, us","Lindenhurst, IL 60046, USA","OK",-88.0261911,42.4105765
"haymarket, , va, us","Haymarket, VA 20169, USA","OK",-77.6363806,38.8120591
"oklahoma city, , ok, us","Oklahoma City, OK, USA","OK",-97.5164276,35.4675602
"hollywood, , ca, us","Hollywood, Los Angeles, CA, USA","OK",-118.3286614,34.0928092
"hong kong , china, , ","Hong Kong","OK",114.1693611,22.3193039
"spokane valley, , wa, us","Spokane Valley, WA, USA","OK",-117.2393748,47.6732281
"attleboro, , ma, us","Attleboro, MA, USA","OK",-71.2856082,41.9445441
"lake grove, , ny, us","Lake Grove, NY, USA","OK",-73.1151102,40.8528761
"merrimack, , nh, us","Merrimack, NH, USA","OK",-71.4948322,42.8678693
"ontario, , oh, us","Ontario, OH, USA","OK",-82.5901725,40.7595012
"ontario, , oh, us","Ontario, OH, USA","OK",-82.5901725,40.7595012
"fairbanks, , ak, us","Fairbanks, AK, USA","OK",-147.7163888,64.8377778
"eustace, , tx, us","Eustace, TX 75124, USA","OK",-96.0066353,32.3070902
"buenos aires , argentina, , ","Buenos Aires, Argentina","OK",-58.3815591,-34.6036844
"moreton island , australia, , ","Moreton Island, Queensland, Australia","OK",153.4154233,-27.0873207
"mill valley, , ca, us","Mill Valley, CA 94941, USA","OK",-122.5449763,37.9060368
"headland, , al, us","Headland, AL, USA","OK",-85.3421559,31.351284
"nanaimo , canada, bc, ca","Nanaimo, BC, Canada","OK",-123.9400648,49.1658836
"haslach , austria, , ","4170 Haslach an der Mühl, Austria","OK",14.0396111,48.5790683
"hillsboro, , or, us","Hillsboro, OR, USA","OK",-122.9360842,45.5178398
"des moines, , ia, us","Des Moines, IA, USA","OK",-93.6249593,41.5868353
"canton, , ms, us","Canton, MS 39046, USA","OK",-90.0367512,32.6126381
"chicago, , il, us","Chicago, IL, USA","OK",-87.6297982,41.8781136
"rockport, , wv, us","Rockport, WV 26169, USA","OK",-81.5531796,39.0742457
"rockport, , wv, us","Rockport, WV 26169, USA","OK",-81.5531796,39.0742457
"pittsburg, , ca, us","Pittsburg, CA, USA","OK",-121.8846806,38.0279762
"whittier, , ca, us","Whittier, CA, USA","OK",-118.032844,33.9791793
"carthage, , tx, us","Carthage, TX 75633, USA","OK",-94.3374199,32.1573841
"whittier, , ca, us","Whittier, CA, USA","OK",-118.032844,33.9791793
"folsom, , ca, us","Folsom, CA, USA","OK",-121.1760583,38.6779591
"santa cruz, , ca, us","Santa Cruz, CA, USA","OK",-122.0307963,36.9741171
"charlotte, , nc, us","Charlotte, NC, USA","OK",-80.8431267,35.2270869
"bakersfield, , ca, us","Bakersfield, CA, USA","OK",-119.0187125,35.3732921
"camarillo, , ca, us","Camarillo, CA, USA","OK",-119.0376023,34.2163937
