"place_string","address_google","status","lat","long"
"ringgold, , ga, us","Ringgold, GA 30736, USA","OK",-85.1091173,34.9159099
"los angeles , malibu beach, ca, us","Malibu, CA, USA","OK",-118.7797571,34.0259216
"sedona, , az, us","Sedona, AZ 86336, USA","OK",-111.7609896,34.8697395
"el monte, , ca, us","El Monte, CA, USA","OK",-118.0275667,34.0686206
"decator, , tx, ","Decatur, TX 76234, USA","OK",-97.5861393,33.2342834
"wasaga beach , canada, on, ca","Wasaga Beach, ON, Canada","OK",-80.0160668,44.5207419
"bettendorf, , ia, us","Bettendorf, IA, USA","OK",-90.5072573,41.5262641
"alhambra, , ca, us","Alhambra, CA, USA","OK",-118.1270146,34.095287
"tulsa, , ok, us","Tulsa, OK, USA","OK",-95.992775,36.1539816
"lewiston, , ny, us","Lewiston, NY, USA","OK",-78.9853813,43.1919494
"prairie city, , or, us","Prairie City, OR 97869, USA","OK",-118.7099477,44.4632135
"tracy, , ca, us","Tracy, CA, USA","OK",-121.4252227,37.7396513
"san diego co. , east part, ca, ","East County, San Diego, CA, USA","OK",-116.9625816,32.7945917
"newport, , or, us","Newport, OR, USA","OK",-124.0534505,44.6367836
"vicksburg, , ms, us","Vicksburg, MS, USA","OK",-90.877882,32.3526456
"kalispell, , mt, us","Kalispell, MT 59901, USA","OK",-114.316813,48.1919889
"sterling, troy, mi, ","34400 Dequindre Rd, Sterling Heights, MI 48310, USA","OK",-83.086866,42.54493
"sterling heights, troy , mi, ","Troy, MI, USA","OK",-83.1497751,42.6064095
"crossville, , tn, us","Crossville, TN, USA","OK",-85.0269014,35.9489566
"mitchelstown , republic of ireland, , ","Ballinwillin, Mitchelstown, Co. Cork, Ireland","OK",-8.2698863,52.2662127
"fairbanks, , ak, us","Fairbanks, AK, USA","OK",-147.7163888,64.8377778
"san antonio, , tx, us","San Antonio, TX, USA","OK",-98.4936282,29.4241219
"sandyville, , wv, us","Sandyville, WV 25275, USA","OK",-81.6606834,38.905916
"easton , forks twsp., pa, us","Forks Township, PA 18040, USA","OK",-75.2128996,40.7345429
"latrobe, , pa, us","Latrobe, PA 15650, USA","OK",-79.3794811,40.3211808
"howell, , mi, us","Howell, MI, USA","OK",-83.9293952,42.6072552
"st.johns, , mi, ","St Johns, MI 48879, USA","OK",-84.5591521,43.001143
"maple valley, , wa, us","Maple Valley, WA 98038, USA","OK",-122.0453589,47.3903403
"northford, , ct, us","Northford, CT 06472, USA","OK",-72.791658,41.3935796
"yukon , canada, yk, ","Yukon, Canada","OK",-135,64.2823274
"kerrville, , tx, us","Kerrville, TX 78028, USA","OK",-99.1403189,30.0474332
"hanna , canada, ab, ca","Hanna, AB T0J, Canada","OK",-111.9259651,51.6444247
"charlotte, , nc, us","Charlotte, NC, USA","OK",-80.8431267,35.2270869
"smithers , canada, bc, ca","Smithers, BC, Canada","OK",-127.1685541,54.782355
"mobile, , al, us","Mobile, AL, USA","OK",-88.0398912,30.6953657
"bayfield, , co, us","Bayfield, CO 81122, USA","OK",-107.5981123,37.2255593
"goose creek, , sc, us","Goose Creek, SC, USA","OK",-80.0325867,32.9810059
"marlette, , mi, us","Marlette, MI 48453, USA","OK",-83.08022,43.3269685
"pueblo west, , co, us","Pueblo West, CO, USA","OK",-104.7227546,38.3500016
"portchester, , ny, ","Port Chester, NY 10573, USA","OK",-73.6656834,41.0017643
"east rochester, , ny, us","East Rochester, NY, USA","OK",-77.4874959,43.1086741
"bristol, , tn, us","Bristol, TN, USA","OK",-82.1887444,36.5951059
"ipswich , australia, , au","Ipswich QLD 4305, Australia","OK",152.76,-27.623
"flint, , mi, us","Flint, MI, USA","OK",-83.6874562,43.0125274
"st. louis, , mo, us","St. Louis, MO, USA","OK",-90.1994042,38.6270025
"burnsville, , mn, us","Burnsville, MN, USA","OK",-93.2777226,44.7677424
"west covina, , ca, us","West Covina, CA, USA","OK",-117.9389526,34.0686208
"louisville, , ky, us","Louisville, KY, USA","OK",-85.7584557,38.2526647
"orange beach, , al, us","Orange Beach, AL, USA","OK",-87.5867598,30.2697033
"bridlington , uk, , gb","Bridlington, UK","OK",-0.198802,54.08535
"huntington beach, , ca, us","Huntington Beach, CA, USA","OK",-117.9988026,33.6594835
"south attleboro, , ma, us","South Attleboro, Attleboro, MA 02703, USA","OK",-71.3594278,41.9206123
"heflin, , al, us","Heflin, AL 36264, USA","OK",-85.5842385,33.6444926
"edina, , mn, us","Edina, MN, USA","OK",-93.3499489,44.8896866
"westfield, , ma, us","Westfield, MA 01085, USA","OK",-72.749538,42.1250929
"chicago, , il, us","Chicago, IL, USA","OK",-87.6297982,41.8781136
"dividing creek, , nj, us","Dividing Creek, Downe, NJ 08349, USA","OK",-75.1012643,39.2722072
"san marcos, , tx, us","San Marcos, TX, USA","OK",-97.9413941,29.8832749
"toronto , canada, on, ca","Toronto, ON, Canada","OK",-79.3831843,43.653226
"providence, , ri, us","Providence, RI, USA","OK",-71.4128343,41.8239891
"new york city , manhattan, ny, us","Manhattan, New York, NY, USA","OK",-73.9712488,40.7830603
"strasburg, , co, us","Strasburg, CO 80136, USA","OK",-104.3232924,39.7383163
"hillsborough, , nj, us","Hillsborough Township, NJ, USA","OK",-74.6472522,40.5106322
"amelia, , oh, us","Amelia, OH 45102, USA","OK",-84.2177136,39.0283966
"portland, , or, us","Portland, OR, USA","OK",-122.6750261,45.5051064
"mckinney, , tx, us","McKinney, TX, USA","OK",-96.6389342,33.1983388
"santa fe, los alamos, nm, ","4020, 116 Central Park Square, Los Alamos, NM 87544, United States","OK",-106.2997823,35.8822672
"crozet, , va, us","Crozet, VA 22932, USA","OK",-78.700575,38.0695815
"denver, , co, us","Denver, CO, USA","OK",-104.990251,39.7392358
"new york city , brooklyn, ny, us","Brooklyn, NY, USA","OK",-73.9441579,40.6781784
"wickenburg, , az, us","Wickenburg, AZ 85390, USA","OK",-112.7301882,33.9697664
"joplin, , mo, us","Joplin, MO, USA","OK",-94.513281,37.0842271
"huntington beach, , ca, us","Huntington Beach, CA, USA","OK",-117.9988026,33.6594835
"huntington beach, , ca, us","Huntington Beach, CA, USA","OK",-117.9988026,33.6594835
"new york city , manhattan, ny, us","Manhattan, New York, NY, USA","OK",-73.9712488,40.7830603
"metairie, , la, us","Metairie, LA, USA","OK",-90.1528519,29.9840922
"everett, , wa, us","Everett, WA, USA","OK",-122.2020795,47.9789848
"claremont, , ca, us","Claremont, CA, USA","OK",-117.7197785,34.0966764
"murrysville, , pa, us","Murrysville, PA, USA","OK",-79.697545,40.4284015
"houston, , tx, us","Houston, TX, USA","OK",-95.3698028,29.7604267
"cottonwood, , az, us","Cottonwood, AZ, USA","OK",-112.0098791,34.7391876
"lubec, , me, us","Lubec, ME, USA","OK",-66.9835907,44.8585863
"melbourne , australia, , au","Melbourne VIC, Australia","OK",144.9630576,-37.8136276
"va, atlantic coast , va, ","Atlantic, VA 23303, USA","OK",-75.507905,37.8996714
"colorado springs, , co, us","Colorado Springs, CO, USA","OK",-104.8213634,38.8338816
"avon park, , fl, us","Avon Park, FL 33825, USA","OK",-81.5061862,27.5958672
"benson, , nc, us","Benson, NC 27504, USA","OK",-78.548621,35.3821067
"carlsbad, , ca, us","Carlsbad, CA, USA","OK",-117.3505939,33.1580933
"arlington, , tx, us","Arlington, TX, USA","OK",-97.1080656,32.735687
"hockessin, , de, us","Hockessin, DE, USA","OK",-75.6966001,39.7876112
"westminster west,  putney border, vt, ","182 Westminster W Rd, Putney, VT 05346, USA","OK",-72.528351,42.985953
"westminster west,  putney border, vt, ","182 Westminster W Rd, Putney, VT 05346, USA","OK",-72.528351,42.985953
"middletown, , ny, us","Middletown, NY 10940, USA","OK",-74.4229341,41.4459271
"marshalltown, , ia, us","Marshalltown, IA 50158, USA","OK",-92.9080375,42.0494674
"philadelphia, , pa, us","Philadelphia, PA, USA","OK",-75.1652215,39.9525839
"fort worth, , tx, us","Fort Worth, TX, USA","OK",-97.3307658,32.7554883
"oakland, , ca, us","Oakland, CA, USA","OK",-122.2711639,37.8043514
"monroe, , ny, us","Monroe, NY 10950, USA","OK",-74.1868135,41.3306493
"cheshire&#44 lymm , uk, , ",NA,"REQUEST_DENIED",NA,NA
"jacksonville, , fl, us","Jacksonville, FL, USA","OK",-81.655651,30.3321838
"edmond, , ok, us","Edmond, OK, USA","OK",-97.4780954,35.6528323
